[INFO 2017-07-12 18:58:52,120 demo.py:154] Namespace(batch_size=64, bg_move=True, bg_noise=0.5, bidirection=False, data='mnist', display=False, fg_noise=0.1, image_size=32, init_model_path='', learning_rate=0.001, method='unsupervised', motion_range=2, num_frame=3, num_objects=1, save_dir='./', save_display=False, save_display_dir='./', test=False, test_epoch=10, test_gt=False, test_interval=100, train=True, train_epoch=2000)
[INFO 2017-07-12 18:58:54,622 demo.py:65] epoch 0, train loss: 32086.83, average train loss: 32086.83, base loss: 39742.80
[INFO 2017-07-12 18:58:55,246 demo.py:65] epoch 1, train loss: 31268.39, average train loss: 31677.61, base loss: 39958.12
[INFO 2017-07-12 18:58:55,864 demo.py:65] epoch 2, train loss: 30049.02, average train loss: 31134.75, base loss: 39826.75
[INFO 2017-07-12 18:58:56,484 demo.py:65] epoch 3, train loss: 29216.68, average train loss: 30655.23, base loss: 39758.61
[INFO 2017-07-12 18:58:57,102 demo.py:65] epoch 4, train loss: 28161.90, average train loss: 30156.56, base loss: 39669.77
[INFO 2017-07-12 18:58:57,718 demo.py:65] epoch 5, train loss: 27563.89, average train loss: 29724.45, base loss: 39374.73
[INFO 2017-07-12 18:58:58,341 demo.py:65] epoch 6, train loss: 28164.09, average train loss: 29501.54, base loss: 39417.57
[INFO 2017-07-12 18:58:58,964 demo.py:65] epoch 7, train loss: 27157.52, average train loss: 29208.54, base loss: 39174.26
[INFO 2017-07-12 18:58:59,584 demo.py:65] epoch 8, train loss: 27063.57, average train loss: 28970.21, base loss: 38951.96
[INFO 2017-07-12 18:59:00,205 demo.py:65] epoch 9, train loss: 27074.79, average train loss: 28780.67, base loss: 39035.94
[INFO 2017-07-12 18:59:00,822 demo.py:65] epoch 10, train loss: 26346.57, average train loss: 28559.39, base loss: 39143.25
[INFO 2017-07-12 18:59:01,442 demo.py:65] epoch 11, train loss: 26370.93, average train loss: 28377.02, base loss: 39115.55
[INFO 2017-07-12 18:59:02,058 demo.py:65] epoch 12, train loss: 26410.26, average train loss: 28225.73, base loss: 39188.85
[INFO 2017-07-12 18:59:02,672 demo.py:65] epoch 13, train loss: 25858.05, average train loss: 28056.61, base loss: 39084.02
[INFO 2017-07-12 18:59:03,294 demo.py:65] epoch 14, train loss: 26050.17, average train loss: 27922.84, base loss: 39105.29
