[INFO 2017-07-15 20:11:09,066 demo.py:157] Namespace(batch_size=64, bg_move=True, bg_noise=0.5, bidirection=False, data='box', display=False, fg_noise=0.1, image_size=32, init_model_path='', learning_rate=0.001, method='unsupervised', motion_range=2, num_frame=3, num_objects=1, save_dir='./', save_display=False, save_display_dir='./', test=False, test_epoch=10, test_gt=False, test_interval=100, train=True, train_epoch=2000)
[INFO 2017-07-15 20:11:11,457 demo.py:65] epoch 0, train loss: 39036.48, average train loss: 39036.48, base loss: 31829.34
[INFO 2017-07-15 20:11:12,107 demo.py:65] epoch 1, train loss: 32820.89, average train loss: 35928.69, base loss: 32183.95
[INFO 2017-07-15 20:11:12,755 demo.py:65] epoch 2, train loss: 30482.68, average train loss: 34113.35, base loss: 31890.19
[INFO 2017-07-15 20:11:13,400 demo.py:65] epoch 3, train loss: 29428.12, average train loss: 32942.04, base loss: 31767.90
[INFO 2017-07-15 20:11:14,035 demo.py:65] epoch 4, train loss: 28494.91, average train loss: 32052.62, base loss: 31740.08
[INFO 2017-07-15 20:11:14,666 demo.py:65] epoch 5, train loss: 27711.65, average train loss: 31329.12, base loss: 31837.70
[INFO 2017-07-15 20:11:15,316 demo.py:65] epoch 6, train loss: 26960.93, average train loss: 30705.09, base loss: 31869.65
[INFO 2017-07-15 20:11:15,966 demo.py:65] epoch 7, train loss: 26040.49, average train loss: 30122.02, base loss: 31827.24
[INFO 2017-07-15 20:11:16,614 demo.py:65] epoch 8, train loss: 26031.51, average train loss: 29667.52, base loss: 31946.74
[INFO 2017-07-15 20:11:17,250 demo.py:65] epoch 9, train loss: 25797.10, average train loss: 29280.48, base loss: 31997.60
[INFO 2017-07-15 20:11:17,881 demo.py:65] epoch 10, train loss: 25424.73, average train loss: 28929.95, base loss: 32040.97
[INFO 2017-07-15 20:11:18,524 demo.py:65] epoch 11, train loss: 24677.77, average train loss: 28575.60, base loss: 32001.03
[INFO 2017-07-15 20:11:19,174 demo.py:65] epoch 12, train loss: 24654.65, average train loss: 28273.99, base loss: 31990.09
[INFO 2017-07-15 20:11:19,822 demo.py:65] epoch 13, train loss: 24840.71, average train loss: 28028.76, base loss: 31921.78
[INFO 2017-07-15 20:11:20,456 demo.py:65] epoch 14, train loss: 24567.64, average train loss: 27798.02, base loss: 31909.11
[INFO 2017-07-15 20:11:21,117 demo.py:65] epoch 15, train loss: 24335.49, average train loss: 27581.61, base loss: 31821.83
[INFO 2017-07-15 20:11:21,767 demo.py:65] epoch 16, train loss: 24222.08, average train loss: 27383.99, base loss: 31809.83
[INFO 2017-07-15 20:11:22,409 demo.py:65] epoch 17, train loss: 23903.00, average train loss: 27190.60, base loss: 31710.77
[INFO 2017-07-15 20:11:23,057 demo.py:65] epoch 18, train loss: 24215.10, average train loss: 27034.00, base loss: 31714.69
[INFO 2017-07-15 20:11:23,711 demo.py:65] epoch 19, train loss: 24242.96, average train loss: 26894.44, base loss: 31624.42
[INFO 2017-07-15 20:11:24,347 demo.py:65] epoch 20, train loss: 23892.45, average train loss: 26751.49, base loss: 31550.65
[INFO 2017-07-15 20:11:25,000 demo.py:65] epoch 21, train loss: 23826.96, average train loss: 26618.56, base loss: 31597.44
[INFO 2017-07-15 20:11:25,642 demo.py:65] epoch 22, train loss: 23835.92, average train loss: 26497.58, base loss: 31605.62
[INFO 2017-07-15 20:11:26,276 demo.py:65] epoch 23, train loss: 23683.17, average train loss: 26380.31, base loss: 31601.50
[INFO 2017-07-15 20:11:26,914 demo.py:65] epoch 24, train loss: 24098.58, average train loss: 26289.04, base loss: 31646.13
[INFO 2017-07-15 20:11:27,551 demo.py:65] epoch 25, train loss: 23386.97, average train loss: 26177.42, base loss: 31665.98
[INFO 2017-07-15 20:11:28,182 demo.py:65] epoch 26, train loss: 23256.15, average train loss: 26069.23, base loss: 31690.98
[INFO 2017-07-15 20:11:28,832 demo.py:65] epoch 27, train loss: 23188.46, average train loss: 25966.34, base loss: 31681.76
[INFO 2017-07-15 20:11:29,471 demo.py:65] epoch 28, train loss: 23083.02, average train loss: 25866.92, base loss: 31662.53
[INFO 2017-07-15 20:11:30,107 demo.py:65] epoch 29, train loss: 22918.79, average train loss: 25768.65, base loss: 31663.14
[INFO 2017-07-15 20:11:30,742 demo.py:65] epoch 30, train loss: 23148.34, average train loss: 25684.12, base loss: 31640.77
[INFO 2017-07-15 20:11:31,376 demo.py:65] epoch 31, train loss: 22951.28, average train loss: 25598.72, base loss: 31600.12
[INFO 2017-07-15 20:11:32,012 demo.py:65] epoch 32, train loss: 23059.70, average train loss: 25521.78, base loss: 31572.53
[INFO 2017-07-15 20:11:32,649 demo.py:65] epoch 33, train loss: 22231.00, average train loss: 25424.99, base loss: 31556.18
[INFO 2017-07-15 20:11:33,286 demo.py:65] epoch 34, train loss: 22863.60, average train loss: 25351.81, base loss: 31580.99
[INFO 2017-07-15 20:11:33,920 demo.py:65] epoch 35, train loss: 22388.58, average train loss: 25269.50, base loss: 31591.79
[INFO 2017-07-15 20:11:34,552 demo.py:65] epoch 36, train loss: 22508.17, average train loss: 25194.87, base loss: 31554.68
[INFO 2017-07-15 20:11:35,191 demo.py:65] epoch 37, train loss: 23090.97, average train loss: 25139.50, base loss: 31598.49
[INFO 2017-07-15 20:11:35,826 demo.py:65] epoch 38, train loss: 22818.52, average train loss: 25079.99, base loss: 31591.80
[INFO 2017-07-15 20:11:36,460 demo.py:65] epoch 39, train loss: 22570.93, average train loss: 25017.26, base loss: 31577.33
[INFO 2017-07-15 20:11:37,095 demo.py:65] epoch 40, train loss: 22770.35, average train loss: 24962.46, base loss: 31568.67
[INFO 2017-07-15 20:11:37,730 demo.py:65] epoch 41, train loss: 22542.45, average train loss: 24904.84, base loss: 31575.07
[INFO 2017-07-15 20:11:38,382 demo.py:65] epoch 42, train loss: 22493.24, average train loss: 24848.76, base loss: 31589.67
[INFO 2017-07-15 20:11:39,014 demo.py:65] epoch 43, train loss: 22128.39, average train loss: 24786.93, base loss: 31571.01
[INFO 2017-07-15 20:11:39,647 demo.py:65] epoch 44, train loss: 22329.62, average train loss: 24732.32, base loss: 31569.90
[INFO 2017-07-15 20:11:40,279 demo.py:65] epoch 45, train loss: 22105.48, average train loss: 24675.22, base loss: 31536.73
[INFO 2017-07-15 20:11:40,929 demo.py:65] epoch 46, train loss: 22093.89, average train loss: 24620.30, base loss: 31555.15
[INFO 2017-07-15 20:11:41,562 demo.py:65] epoch 47, train loss: 22391.27, average train loss: 24573.86, base loss: 31568.24
[INFO 2017-07-15 20:11:42,200 demo.py:65] epoch 48, train loss: 21915.59, average train loss: 24519.61, base loss: 31578.56
[INFO 2017-07-15 20:11:42,842 demo.py:65] epoch 49, train loss: 22461.33, average train loss: 24478.44, base loss: 31578.13
[INFO 2017-07-15 20:11:43,474 demo.py:65] epoch 50, train loss: 21943.25, average train loss: 24428.73, base loss: 31581.40
[INFO 2017-07-15 20:11:44,114 demo.py:65] epoch 51, train loss: 21649.54, average train loss: 24375.29, base loss: 31577.66
[INFO 2017-07-15 20:11:44,748 demo.py:65] epoch 52, train loss: 22684.65, average train loss: 24343.39, base loss: 31566.04
[INFO 2017-07-15 20:11:45,394 demo.py:65] epoch 53, train loss: 22238.46, average train loss: 24304.41, base loss: 31581.88
[INFO 2017-07-15 20:11:46,025 demo.py:65] epoch 54, train loss: 22190.00, average train loss: 24265.96, base loss: 31599.33
[INFO 2017-07-15 20:11:46,652 demo.py:65] epoch 55, train loss: 22154.97, average train loss: 24228.27, base loss: 31601.71
[INFO 2017-07-15 20:11:47,278 demo.py:65] epoch 56, train loss: 21872.06, average train loss: 24186.93, base loss: 31590.69
[INFO 2017-07-15 20:11:47,912 demo.py:65] epoch 57, train loss: 22027.70, average train loss: 24149.70, base loss: 31592.23
[INFO 2017-07-15 20:11:48,541 demo.py:65] epoch 58, train loss: 21955.62, average train loss: 24112.51, base loss: 31590.11
[INFO 2017-07-15 20:11:49,174 demo.py:65] epoch 59, train loss: 21834.38, average train loss: 24074.55, base loss: 31592.72
[INFO 2017-07-15 20:11:49,822 demo.py:65] epoch 60, train loss: 22755.45, average train loss: 24052.92, base loss: 31577.17
[INFO 2017-07-15 20:11:50,455 demo.py:65] epoch 61, train loss: 21329.77, average train loss: 24009.00, base loss: 31571.54
[INFO 2017-07-15 20:11:51,101 demo.py:65] epoch 62, train loss: 21312.29, average train loss: 23966.19, base loss: 31562.05
[INFO 2017-07-15 20:11:51,743 demo.py:65] epoch 63, train loss: 22116.40, average train loss: 23937.29, base loss: 31578.02
[INFO 2017-07-15 20:11:52,393 demo.py:65] epoch 64, train loss: 21527.90, average train loss: 23900.22, base loss: 31551.65
[INFO 2017-07-15 20:11:53,041 demo.py:65] epoch 65, train loss: 21681.70, average train loss: 23866.61, base loss: 31547.96
[INFO 2017-07-15 20:11:53,674 demo.py:65] epoch 66, train loss: 21891.91, average train loss: 23837.14, base loss: 31544.81
[INFO 2017-07-15 20:11:54,316 demo.py:65] epoch 67, train loss: 21633.04, average train loss: 23804.72, base loss: 31536.12
[INFO 2017-07-15 20:11:54,956 demo.py:65] epoch 68, train loss: 21118.55, average train loss: 23765.79, base loss: 31516.93
[INFO 2017-07-15 20:11:55,609 demo.py:65] epoch 69, train loss: 21155.20, average train loss: 23728.50, base loss: 31516.58
[INFO 2017-07-15 20:11:56,240 demo.py:65] epoch 70, train loss: 21287.66, average train loss: 23694.12, base loss: 31518.58
[INFO 2017-07-15 20:11:56,890 demo.py:65] epoch 71, train loss: 21455.54, average train loss: 23663.03, base loss: 31516.47
[INFO 2017-07-15 20:11:57,525 demo.py:65] epoch 72, train loss: 21196.88, average train loss: 23629.25, base loss: 31503.80
[INFO 2017-07-15 20:11:58,159 demo.py:65] epoch 73, train loss: 21696.48, average train loss: 23603.13, base loss: 31509.52
